x1107,x1108,x1109,x1110,x1111,x1112,x1113,x1114,x1115,x1116,x1117,x1118,x1131,x1135,x1138
12,1,13,13,8,13,13,1,1,1,13,13,1,24,13
11,1,12,12,1,12,19,1,1,1,12,12,1,6,12
22,1,23,23,18,23,23,1,1,1,23,1,1,3,23
22,18,23,23,18,23,23,32,1,32,23,23,31,1,23
23,1,24,24,19,24,24,1,1,1,24,24,15,1,24
13,1,14,14,3,14,7,1,1,1,14,14,1,33,14
1,1,26,26,21,26,26,1,1,1,27,26,1,15,26
14,15,15,15,1,15,14,19,1,1,15,1,16,19,14
16,3,17,17,12,17,17,1,13,3,17,17,3,1,17
3,1,4,4,2,4,4,1,1,1,4,1,15,1,4
1,34,25,25,20,25,25,1,1,34,26,25,1,6,25
7,19,8,8,4,8,8,1,1,1,8,1,1,29,8
2,1,3,3,1,3,3,1,1,1,3,3,1,15,3
14,1,15,15,1,15,15,1,1,1,15,15,1,4,15
1,15,24,24,1,24,24,1,1,15,24,24,15,1,24
1,15,8,14,4,14,8,1,1,15,6,1,9,1,14
26,1,26,26,21,26,26,1,1,15,27,1,1,15,26
13,1,14,14,9,14,14,1,1,1,14,14,15,24,1
12,1,13,13,8,13,13,1,1,1,13,1,1,6,13
12,9,13,13,8,13,13,33,1,14,1,1,9,1,13
13,1,14,14,1,14,14,1,1,1,14,14,3,16,14
13,1,14,14,9,14,14,1,1,1,14,1,15,3,1
10,1,11,11,6,11,11,1,1,1,11,11,1,3,11
14,1,15,15,1,15,14,1,1,1,15,15,15,1,15
1,35,14,14,1,14,14,1,1,35,14,14,1,24,14
1,9,24,24,19,24,24,1,1,1,24,1,1,3,24
2,6,3,6,9,3,14,15,35,3,6,1,6,15,3
26,1,26,26,21,26,26,1,1,1,27,26,15,10,26
13,1,14,14,9,14,14,1,1,1,14,1,15,3,1
18,1,1,19,14,19,19,1,10,13,19,19,1,6,19
16,3,17,23,1,24,23,24,1,24,2,17,3,25,17
20,1,26,21,21,26,26,1,1,1,27,26,22,6,26
20,1,21,21,16,21,21,1,1,1,21,1,1,3,21
13,1,14,14,9,14,14,1,1,1,14,14,15,3,1
13,1,14,14,1,14,14,1,1,1,14,1,1,3,14
1,18,11,11,1,11,11,1,1,18,11,1,1,3,11
1,32,8,8,1,8,30,22,1,32,8,1,31,1,8
1,6,7,6,3,7,7,10,20,6,7,6,6,1,7
1,1,17,17,25,17,25,1,1,1,17,1,22,1,17
1,1,17,17,12,17,17,1,1,1,17,17,1,3,17
13,1,14,14,18,14,14,1,1,1,14,14,1,6,14
16,1,17,17,12,17,17,1,1,1,17,1,12,1,17
4,1,6,6,14,6,6,1,1,1,6,6,1,3,6
22,1,23,23,18,23,23,1,1,1,23,1,1,3,23
29,6,29,29,23,29,29,36,20,6,30,29,6,36,29
13,28,14,26,21,26,26,18,1,15,27,14,15,25,26
14,25,15,15,10,15,15,1,1,1,15,15,15,25,15
12,20,13,13,8,13,13,1,1,20,13,13,1,18,13
1,16,14,14,10,14,14,1,1,6,14,14,16,3,14
1,1,14,14,1,14,14,1,1,1,14,1,1,3,14
29,13,29,29,23,29,29,4,4,13,30,29,1,13,29
4,16,1,15,1,14,14,15,1,15,15,14,16,1,14
13,16,14,14,10,14,14,1,1,16,14,14,16,1,14
16,18,21,17,12,17,17,25,1,18,2,17,22,15,17
13,28,14,14,21,26,14,22,22,28,14,14,27,22,14
13,35,14,14,13,14,14,1,1,35,14,14,1,3,14
1,1,3,3,1,3,3,1,1,1,3,21,12,1,3
24,1,1,26,21,26,26,1,1,1,27,26,1,9,26
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
13,28,14,14,9,14,14,12,12,28,14,14,1,3,14
7,32,8,8,4,8,8,1,1,32,8,30,31,1,8
1,31,11,11,1,3,21,22,18,22,11,1,22,1,11
13,24,14,14,1,14,23,25,1,6,14,1,24,18,14
1,1,19,19,1,19,2,1,1,1,19,19,1,6,19
13,25,14,14,27,14,14,1,1,6,14,14,15,36,1
13,16,14,14,10,14,15,24,24,16,14,1,16,28,14
23,1,24,24,19,24,24,1,1,1,24,24,1,15,24
14,23,15,15,10,15,15,22,1,1,15,15,1,19,15
4,8,6,6,1,6,6,20,20,8,6,6,8,1,6
16,10,6,20,15,20,6,1,1,10,6,6,21,3,6
7,32,8,8,4,8,26,1,32,1,8,8,1,28,8
13,20,14,14,4,14,14,21,20,24,14,1,9,1,14
26,1,26,26,21,26,26,1,1,1,27,26,1,22,26
1,24,11,11,6,11,3,1,1,1,11,11,3,1,11
22,15,23,23,18,23,23,1,1,2,23,23,3,15,23
23,1,24,24,19,24,24,1,1,1,24,1,1,3,24
1,34,14,14,9,14,14,22,34,22,14,1,19,1,14
18,6,19,19,14,19,19,1,1,1,19,19,1,15,19
3,21,4,4,2,4,4,1,1,4,1,4,1,15,4
1,22,26,26,21,26,26,1,1,22,27,1,1,15,26
26,1,26,26,1,26,26,1,1,1,27,1,1,18,26
26,1,26,26,1,26,26,1,1,1,27,1,15,1,26
4,10,6,6,1,6,9,1,1,10,6,6,10,1,6
10,18,20,20,6,20,20,12,13,18,20,20,12,3,20
1,1,5,5,1,5,5,1,1,1,2,5,1,14,5
13,1,14,14,9,14,14,1,1,1,14,1,15,22,1
18,6,19,19,14,13,19,16,6,16,19,6,6,1,19
20,1,21,21,16,21,21,1,1,1,21,1,35,1,21
7,1,8,8,1,8,8,1,1,1,8,8,1,33,8
19,12,20,20,15,20,20,1,12,21,1,20,1,15,20
1,1,24,24,19,24,24,1,1,1,24,24,1,3,24
22,15,23,23,18,23,23,25,1,2,23,14,15,18,23
13,1,14,14,9,14,14,1,1,1,14,14,1,16,14
13,25,14,14,19,14,14,4,1,6,14,14,1,25,14
26,22,26,26,21,26,26,35,15,28,34,26,22,15,26
13,24,14,14,9,17,14,1,25,24,14,14,1,3,14
20,12,21,21,16,21,21,18,18,12,21,21,1,32,21
14,1,15,15,1,15,15,1,1,1,15,15,1,3,15
26,1,26,26,21,26,26,1,1,1,27,1,15,3,26
14,16,32,15,1,15,15,27,1,1,33,32,33,22,15
13,1,14,14,9,14,14,1,1,1,14,14,1,16,14
2,22,3,24,1,24,24,25,1,20,3,21,3,22,24
17,28,18,18,1,18,18,22,1,1,18,18,22,1,18
4,28,6,6,21,6,26,19,1,28,6,6,27,3,6
17,15,18,18,13,18,18,3,1,6,18,18,1,15,18
1,1,26,26,21,26,26,1,1,1,27,26,3,1,26
13,35,14,14,9,14,14,1,1,1,14,14,1,16,14
12,6,13,13,1,13,13,20,20,6,13,13,1,22,13
22,1,23,23,18,23,23,1,1,1,23,23,1,15,23
16,1,17,17,12,17,17,3,1,3,17,17,3,1,17
20,1,21,21,16,21,21,1,1,28,21,21,1,18,21
1,31,6,6,1,5,5,5,31,5,6,1,30,5,6
11,18,12,12,7,12,12,1,1,18,12,1,18,1,12
22,19,23,23,18,23,23,1,1,19,23,31,1,25,23
29,1,29,29,23,29,29,1,1,1,30,29,1,3,29
1,1,33,33,27,33,33,1,1,1,35,34,6,1,33
23,1,24,24,19,24,24,1,1,1,24,24,15,1,24
11,1,12,12,7,12,12,1,1,1,12,12,1,3,12
13,16,14,14,1,14,14,1,1,1,14,1,16,24,14
18,10,19,19,14,6,19,6,1,1,1,19,6,1,19
3,1,4,4,2,4,4,1,1,1,4,4,1,6,4
14,15,15,15,1,15,15,1,30,15,15,15,15,9,15
7,1,8,8,4,8,8,1,1,1,8,8,15,6,8
1,18,11,11,6,11,11,6,1,12,1,11,18,6,11
13,1,14,14,9,14,14,1,1,1,14,14,15,3,1
1,15,26,26,1,26,26,1,1,15,27,26,3,15,26
1,9,14,14,1,14,6,25,9,25,14,14,1,3,14
1,1,16,16,1,16,16,1,1,1,16,16,1,3,16
18,6,19,19,14,19,19,13,21,6,19,19,1,18,19
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
16,12,24,24,1,11,24,1,1,1,24,1,15,12,24
25,33,25,25,20,25,25,5,1,1,26,31,1,3,25
16,33,21,21,1,21,21,18,33,9,21,21,9,15,21
2,18,3,3,12,3,3,22,22,18,3,1,18,22,3
1,22,26,26,21,26,26,1,1,1,27,26,1,15,26
16,1,17,17,12,17,17,1,3,22,17,17,22,15,17
16,22,17,17,12,17,17,3,22,3,17,17,1,3,17
34,1,33,33,7,33,33,1,1,1,35,34,13,6,33
26,27,26,26,21,26,26,15,21,27,27,26,26,1,26
1,1,15,15,10,15,15,1,1,1,15,15,15,22,15
7,4,8,8,1,14,8,1,1,4,8,8,1,15,8
1,35,14,14,1,14,14,1,1,35,14,1,1,13,14
11,1,12,12,7,12,12,1,1,1,12,12,1,15,12
2,1,3,3,1,3,3,1,1,1,3,1,1,6,3
11,31,12,12,1,12,12,1,20,31,12,1,1,15,12
1,25,8,8,19,8,24,32,32,25,8,8,25,6,8
13,15,8,14,4,8,8,4,1,1,6,8,15,1,8
19,13,20,20,15,20,20,1,1,13,20,20,1,15,20
13,13,14,14,9,14,14,22,22,13,14,1,1,3,14
29,31,1,29,1,29,29,1,1,1,30,13,1,3,29
3,33,4,31,25,31,31,32,30,33,4,31,32,15,4
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
16,28,17,17,12,26,26,3,3,18,27,26,18,3,26
4,21,6,6,1,6,6,13,13,20,6,6,1,13,6
16,1,17,17,12,17,17,1,1,2,17,17,6,1,17
26,15,26,14,1,3,26,1,1,15,6,1,15,3,26
1,1,24,24,19,24,24,1,1,1,24,24,15,1,24
16,12,17,17,6,17,11,3,1,3,17,17,12,3,17
7,1,8,8,4,8,8,1,1,1,8,8,1,16,8
1,5,15,5,1,14,5,15,1,16,5,5,16,15,5
7,1,8,8,4,8,8,1,1,1,8,8,1,4,8
26,28,8,8,21,26,8,1,1,28,8,1,27,13,8
22,26,23,23,18,23,23,15,1,2,23,23,3,1,23
23,1,24,24,19,24,24,1,1,1,24,24,15,28,24
26,1,26,26,21,26,26,1,1,1,27,26,1,3,26
20,4,21,21,1,21,4,30,30,4,21,21,4,9,21
1,1,1,26,21,26,26,1,1,1,27,26,1,15,26
13,1,14,14,1,14,14,1,1,1,14,14,3,1,14
13,35,14,14,9,14,14,1,1,1,14,14,1,3,14
22,1,23,23,18,23,23,1,1,25,23,23,1,19,23
10,1,11,11,1,11,11,1,1,1,11,1,22,1,11
30,13,30,30,1,30,30,10,10,13,31,30,1,15,30
14,1,15,15,1,15,15,1,1,1,15,15,1,3,15
1,8,29,29,27,29,29,36,31,36,7,7,30,15,1
34,8,33,24,3,19,33,31,8,36,24,1,8,25,33
1,9,31,31,25,31,31,14,1,14,32,31,1,9,31
1,1,30,30,1,14,30,1,1,1,31,30,15,13,30
26,6,26,26,21,9,6,1,1,1,27,1,10,6,26
19,14,20,20,15,20,20,1,1,14,20,1,3,1,20
19,21,3,3,15,20,3,33,22,21,3,3,14,21,3
1,24,18,18,1,18,19,1,1,1,18,18,15,1,18
17,22,18,18,1,18,18,28,13,22,18,18,3,1,18
17,1,18,18,1,14,18,1,1,1,18,18,15,22,18
4,12,6,6,6,6,6,20,20,12,6,11,20,12,6
2,1,17,17,12,3,3,1,1,18,3,3,18,1,3
20,12,21,21,1,24,11,1,1,12,21,1,1,12,21
29,10,29,29,1,29,29,20,10,20,30,29,15,1,29
11,1,12,12,1,12,12,1,1,1,12,12,35,5,12
26,1,26,26,21,26,26,1,1,1,27,26,1,15,26
1,24,21,21,16,23,21,18,12,24,21,21,1,24,21
23,1,24,24,19,24,24,1,1,1,24,1,18,1,24
7,4,8,8,1,8,8,1,1,4,8,1,3,1,8
1,16,18,26,19,24,24,25,1,28,18,18,25,15,18
13,1,14,14,9,14,14,1,1,1,14,1,3,1,14
13,1,14,14,14,14,14,1,1,1,14,14,19,1,14
1,1,26,26,21,26,26,1,1,1,27,1,1,15,26
1,1,1,28,22,28,28,1,1,1,1,28,1,16,28
7,4,8,8,4,8,8,1,1,4,8,1,1,4,8
1,20,6,6,25,6,31,1,1,20,6,6,32,20,6
2,3,11,11,6,11,11,18,1,18,11,11,18,15,11
19,6,20,20,1,20,20,33,33,6,20,20,1,6,20
23,25,14,14,19,14,24,1,1,25,14,14,25,16,14
2,3,8,8,1,8,30,32,1,1,8,8,31,3,8
2,22,3,3,1,3,3,1,18,22,3,1,9,1,3
13,25,14,14,1,14,14,1,1,1,14,14,25,1,14
1,20,1,5,1,5,5,6,20,1,5,5,1,20,5
21,1,22,22,1,22,22,1,1,1,22,1,1,22,22
14,1,15,15,10,15,15,1,1,1,15,1,15,1,15
11,1,12,12,7,12,12,1,1,1,12,12,3,21,12
19,9,20,20,15,20,20,24,33,9,20,20,1,3,20
1,1,20,20,15,20,20,1,1,21,1,20,18,9,20
13,25,14,14,19,14,14,1,1,25,14,14,1,25,14
26,1,26,26,21,26,26,1,1,1,27,1,1,22,26
1,3,8,8,4,8,8,4,16,3,8,8,1,4,8
10,24,11,11,6,11,11,1,1,24,11,1,1,3,11
26,1,26,14,9,26,26,1,1,15,27,14,1,15,26
22,1,23,23,18,23,23,1,1,1,23,1,1,3,23
16,1,17,17,12,17,17,1,1,1,17,17,1,6,17
1,1,15,15,10,15,15,1,1,1,15,15,1,15,15
12,25,13,13,1,13,13,1,1,14,24,1,25,22,13
13,25,14,14,9,14,14,32,6,35,14,14,1,25,14
3,9,4,4,1,4,4,30,30,9,4,1,1,16,4
22,18,23,23,18,23,23,15,1,2,23,1,1,15,23
13,1,14,14,9,14,14,1,1,1,14,14,1,24,14
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
1,1,14,14,9,14,14,1,1,1,14,1,1,3,14
12,1,13,13,8,13,13,1,1,1,13,13,1,20,13
1,1,8,8,4,8,8,1,1,1,8,1,1,3,8
22,21,23,23,18,23,23,1,1,21,23,23,15,1,23
1,1,17,17,12,17,17,1,1,13,17,1,12,1,17
13,28,14,26,21,14,26,1,1,28,14,1,27,1,14
4,20,6,6,14,6,23,24,1,6,1,6,24,20,6
20,1,21,21,16,21,21,1,1,1,21,1,1,21,21
17,17,1,16,1,18,18,1,1,1,16,16,1,15,16
26,1,26,26,21,26,26,1,1,1,27,1,15,1,26
24,1,13,13,8,13,13,1,1,1,13,1,15,1,13
34,1,12,12,7,12,12,1,1,1,12,12,1,18,12
14,19,15,15,10,15,15,4,4,19,15,15,1,6,15
7,1,14,14,1,14,8,1,1,1,14,14,9,32,14
22,21,23,23,18,23,23,1,1,2,23,23,1,21,23
20,33,21,21,25,21,21,15,15,33,21,21,32,22,1
1,15,24,24,19,24,24,19,18,1,24,24,15,19,24
14,1,15,15,10,15,15,1,1,1,15,15,1,15,15
30,25,30,30,1,30,30,1,1,1,31,1,1,15,30
18,6,19,19,25,19,31,21,9,21,19,30,32,17,19
3,1,4,4,1,4,4,1,1,1,4,4,1,3,4
17,28,18,18,1,18,18,1,1,28,18,18,25,1,18
20,3,21,21,1,21,11,12,3,12,21,3,12,3,21
2,12,17,17,12,17,17,13,1,3,17,17,1,3,17
29,1,29,29,23,29,29,1,1,1,30,29,1,15,29
11,16,12,12,1,12,15,25,16,1,12,1,16,24,12
1,16,14,14,9,14,14,35,1,16,14,1,1,3,14
13,1,14,14,9,14,14,1,1,1,14,14,16,1,14
10,3,11,11,6,11,11,24,3,24,11,11,24,3,11
13,24,14,14,1,14,28,30,1,6,14,14,6,1,14
13,1,14,14,9,14,14,1,1,1,14,1,1,3,14
1,1,17,17,12,17,17,1,1,1,17,17,1,3,17
26,1,1,26,21,26,26,1,1,1,27,1,3,6,26
26,1,26,26,21,26,26,1,1,1,27,26,1,3,26
26,1,26,26,21,26,26,1,1,1,27,1,15,18,26
13,1,14,14,1,14,14,1,1,1,14,14,1,22,14
16,1,17,17,12,17,17,1,1,1,17,17,1,28,17
26,1,26,26,21,26,26,1,1,1,27,26,1,3,26
14,1,15,15,1,15,15,1,1,1,15,15,12,19,15
26,1,26,26,21,26,26,1,1,1,27,1,1,6,26
4,23,6,6,1,6,14,33,10,33,6,6,1,3,6
10,13,11,11,6,11,11,18,1,13,11,11,15,3,11
1,24,20,23,18,23,20,13,13,21,23,20,13,24,20
1,15,21,21,27,21,33,1,28,15,21,21,35,15,21
13,35,14,14,9,18,14,1,1,1,14,14,19,1,14
26,1,26,26,21,26,26,1,1,1,27,1,1,3,26
10,18,11,11,6,11,11,33,4,18,11,11,18,3,11
1,9,26,26,1,26,26,32,32,9,27,26,29,15,26
16,19,17,17,12,17,17,22,1,1,17,17,22,19,17
14,1,15,15,1,15,15,1,1,1,15,15,1,15,15
18,1,19,19,14,19,19,1,1,1,19,1,1,6,19
30,1,30,30,1,30,30,1,1,1,31,30,1,15,30
23,16,24,24,19,24,24,1,1,16,24,24,1,15,24
15,1,16,16,11,16,16,1,1,1,16,16,1,3,16
6,1,7,7,3,7,7,1,1,8,1,1,1,6,7
17,6,18,18,13,18,18,22,22,19,6,18,1,6,18
18,10,19,19,14,6,19,6,1,6,19,7,6,1,19
20,1,21,21,16,21,21,1,1,1,21,21,1,3,21
20,1,21,21,16,21,21,1,1,1,21,21,1,25,21
7,32,8,8,4,8,8,1,1,32,8,9,1,32,8
1,1,8,8,1,8,8,1,1,1,8,8,1,15,8
14,1,15,15,1,15,15,1,1,1,15,14,1,3,15
7,9,14,14,1,14,14,30,1,6,14,1,9,1,14
1,1,21,21,1,21,21,1,1,30,21,21,15,1,21
16,12,17,17,12,3,17,22,22,12,17,17,1,24,17
22,1,23,23,18,23,23,1,1,1,23,1,15,1,23
1,1,30,30,1,30,4,1,1,1,31,30,4,27,30
1,1,15,15,10,15,15,1,1,1,15,15,15,1,15
22,1,23,23,18,23,23,1,1,1,23,1,1,3,23
25,1,25,25,20,25,25,1,1,34,26,25,1,9,25
1,1,26,26,21,26,26,1,1,1,27,1,32,1,26
13,28,14,14,9,14,14,1,1,6,14,14,1,25,14
23,15,24,24,9,24,24,1,1,1,24,24,15,1,24
11,1,12,12,7,12,12,1,1,1,12,12,1,6,12
26,19,26,26,21,26,26,1,1,19,27,26,1,13,26
13,32,14,14,9,14,14,16,1,6,14,14,1,3,14
29,1,29,29,23,29,29,1,1,1,30,29,30,8,1
12,33,13,13,1,13,13,21,21,33,13,13,1,33,13
26,16,14,14,21,26,6,28,28,16,14,15,15,16,26
23,1,24,24,19,24,24,1,1,1,24,24,15,22,24
7,1,8,8,4,8,8,1,1,1,8,8,1,3,8
1,1,14,14,9,14,14,1,1,1,14,14,15,22,1
20,1,21,21,16,21,21,1,1,1,21,21,1,15,21
16,1,17,17,12,17,17,1,3,13,17,4,13,1,17
16,1,17,17,12,17,17,1,1,1,17,17,29,6,17
34,10,33,33,1,33,33,9,1,1,35,34,10,6,33
22,6,23,23,18,3,23,1,21,6,23,23,1,15,23
16,1,17,17,12,17,17,1,3,22,17,17,8,1,17
22,1,23,23,18,23,23,1,1,1,23,1,1,17,23
14,16,14,14,1,14,15,1,1,16,14,1,16,22,14
16,22,17,17,12,17,17,15,13,15,17,17,15,1,17
1,9,30,30,1,30,30,1,1,9,31,30,4,15,30
1,18,3,3,1,3,3,12,12,18,3,1,1,6,3
28,15,28,28,1,28,28,25,1,1,29,28,1,22,28
20,3,21,21,16,21,21,1,1,3,21,21,1,3,21
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
16,1,17,17,12,17,17,1,1,3,17,3,1,3,17
20,1,21,21,16,21,21,1,1,1,21,1,18,28,21
1,9,30,30,1,30,30,1,1,9,31,30,9,1,30
8,33,8,9,25,31,25,32,32,24,8,8,15,27,8
13,16,14,24,1,26,24,22,28,15,17,14,16,25,14
13,1,14,14,9,14,14,1,1,1,14,14,1,3,14
11,1,12,12,1,12,12,1,1,1,12,12,1,6,12
23,1,24,24,1,24,24,18,1,24,24,24,9,1,24
1,6,21,21,16,20,6,28,6,28,21,21,6,1,21
31,33,14,14,1,14,31,1,1,1,14,1,32,18,14
30,14,30,30,1,30,30,33,33,32,13,30,6,14,30
26,1,26,26,21,26,26,1,1,1,27,1,22,3,26
7,1,8,8,4,8,8,1,1,1,8,8,4,1,8
20,15,21,21,16,21,21,28,28,15,21,21,1,3,21
1,1,14,14,9,14,14,1,1,1,14,14,1,25,14
2,12,3,3,1,3,3,1,18,12,3,1,12,1,3
31,30,31,31,25,31,31,25,30,16,32,31,5,1,31
34,31,19,19,1,19,33,36,31,36,19,1,30,36,19
10,3,11,21,6,11,11,18,18,3,11,21,1,3,11
4,20,6,6,1,6,6,1,1,20,6,1,1,3,6
20,1,21,21,16,12,21,1,1,1,21,21,22,3,1
1,18,21,21,16,21,21,3,1,1,21,21,1,3,21
7,1,8,8,4,8,8,1,1,1,8,8,1,15,8
1,32,17,17,12,17,17,23,24,32,17,30,31,1,17
23,1,24,24,1,24,24,1,1,1,24,24,1,3,24
1,1,16,16,11,16,16,1,1,1,16,16,1,27,16
29,1,29,29,23,29,7,1,1,8,30,1,1,6,29
1,1,21,21,1,21,21,1,1,1,21,21,1,3,21
11,1,12,12,1,12,12,1,1,1,12,12,35,18,12
1,32,21,21,1,21,30,24,24,32,21,21,31,1,21
16,3,17,17,12,17,17,24,24,3,17,17,3,1,17
13,1,14,14,9,14,14,1,1,1,14,14,1,18,14
1,1,22,22,10,16,20,1,1,1,22,22,15,16,22
1,1,26,26,21,26,26,1,1,1,27,1,1,18,26
13,25,14,14,1,14,14,26,1,6,14,14,1,25,14
1,12,20,20,15,20,20,1,1,1,20,20,1,6,20
4,15,18,18,13,18,18,30,1,28,18,1,15,1,18
13,15,24,8,9,14,14,18,25,18,14,17,25,9,14
22,1,23,23,18,23,23,1,1,1,23,23,15,36,23
29,1,29,29,23,29,29,1,1,1,30,1,1,6,29
1,22,5,5,1,5,5,6,22,6,5,5,6,22,5
31,1,31,31,25,2,31,1,1,1,32,31,4,1,31
1,16,14,15,10,14,14,1,1,1,1,14,16,1,14
1,6,19,19,14,19,19,10,10,20,6,1,6,1,19
1,15,24,24,1,24,24,1,1,15,24,24,15,1,24
20,18,21,21,13,14,21,1,1,1,21,21,1,18,21
11,1,12,12,7,12,12,1,1,18,12,12,1,15,12
13,19,14,14,13,14,14,12,12,19,14,1,1,3,14
22,18,18,18,1,8,18,24,1,1,18,18,18,24,18
23,15,24,24,19,24,24,1,19,15,24,1,1,15,24
14,15,15,15,1,15,15,26,1,1,1,1,1,3,15
26,16,26,26,21,26,26,3,3,16,27,14,16,3,26
16,14,17,17,8,17,17,20,12,14,17,17,14,1,17
23,19,24,24,19,24,21,1,1,19,24,24,3,22,24
13,1,14,14,9,14,14,1,1,1,14,14,1,6,14
31,1,31,31,25,31,31,1,1,1,32,31,9,1,31
29,1,1,29,23,29,29,1,1,1,30,1,1,3,29
1,16,14,14,10,14,14,1,1,1,14,14,16,1,14
20,3,21,21,16,21,21,1,18,3,21,1,22,3,1
13,1,14,14,9,14,14,1,1,1,14,14,1,24,14
7,1,8,8,4,8,8,1,1,1,8,8,1,32,8
20,1,21,21,16,21,21,1,1,1,21,21,1,31,21
1,13,24,24,19,24,14,24,13,24,24,24,15,1,24
24,1,7,7,3,7,7,1,1,8,1,1,6,1,7
7,33,8,8,4,8,8,4,4,33,8,8,1,15,8
16,18,1,17,6,17,17,1,1,12,17,1,12,1,17
23,25,14,14,19,24,14,1,1,6,14,14,25,1,14
26,1,1,26,21,26,26,1,1,1,27,26,1,6,26
1,1,26,26,21,26,26,1,1,1,27,26,16,1,26
7,9,27,8,4,8,27,1,1,9,28,8,28,1,8
20,30,21,21,16,21,14,18,1,1,21,1,3,1,21
10,12,21,11,6,21,21,18,18,12,21,21,12,18,21
26,19,26,26,21,26,26,1,1,19,27,26,15,1,26
26,15,26,26,21,26,26,1,1,15,27,14,15,24,26
8,20,9,9,14,12,19,13,13,20,9,9,20,1,9
20,24,21,21,16,23,21,12,1,1,21,21,1,24,21
13,15,1,14,9,14,14,1,1,1,14,14,1,3,14
21,1,22,22,1,22,22,1,1,1,22,1,1,15,22
20,24,21,21,18,21,21,3,3,24,21,21,24,3,21
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
23,1,24,24,19,1,24,1,1,1,24,1,1,6,24
33,25,14,14,19,14,24,6,6,25,14,14,1,3,14
13,19,14,14,9,14,14,1,1,1,14,14,1,16,14
26,15,26,26,21,26,26,1,1,1,27,1,15,22,26
20,9,21,21,16,21,21,4,13,18,21,21,15,4,21
12,14,14,13,8,14,13,33,33,14,14,14,15,1,13
14,1,15,15,10,15,15,1,1,1,15,15,1,3,15
22,1,23,23,18,23,23,1,1,2,23,23,12,1,23
31,32,31,31,25,31,31,1,1,1,32,31,31,1,31
14,1,15,15,10,15,15,1,1,1,15,15,15,1,15
26,1,26,26,21,26,24,1,1,1,27,26,12,3,26
16,1,17,17,12,17,17,1,3,23,17,17,6,1,17
14,1,15,15,10,15,15,1,1,1,15,15,1,15,15
16,1,17,17,12,17,17,1,1,22,17,17,1,22,17
13,1,14,14,9,14,19,1,1,1,14,14,15,3,1
1,1,21,21,16,21,21,1,1,18,21,21,18,1,21
29,4,29,29,23,29,29,20,20,4,30,29,1,6,29
7,18,8,8,4,8,8,32,32,18,8,8,1,18,8
26,1,26,26,21,26,26,1,1,1,27,26,21,30,26
26,1,26,26,21,26,26,1,1,1,27,26,3,1,26
11,20,12,12,1,6,12,1,1,20,12,12,1,15,12
1,22,18,21,16,18,21,6,6,22,18,18,22,1,18
8,10,19,9,14,6,19,13,6,13,19,19,10,6,19
13,15,1,14,18,14,14,1,1,23,14,14,24,9,14
22,25,23,23,18,23,23,15,1,2,23,23,31,1,23
13,15,15,14,1,2,14,9,1,16,14,14,16,9,14
26,15,26,26,21,26,26,4,4,15,27,26,15,18,26
1,15,26,26,21,26,26,1,1,15,27,1,1,3,26
1,1,23,23,18,23,23,1,1,1,23,23,15,1,23
1,32,31,19,25,24,30,25,17,33,19,19,32,25,30
20,30,21,21,16,21,21,1,32,30,21,1,1,30,21
2,22,3,3,1,3,3,18,35,18,3,3,1,6,3
21,1,22,22,1,22,22,1,1,1,22,22,35,24,22
18,6,19,19,14,19,19,10,10,6,19,1,1,21,19
23,28,24,24,1,24,24,1,1,28,24,24,15,1,24
10,1,11,11,6,11,11,15,15,12,1,11,1,3,11
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
26,1,26,26,21,26,26,1,1,1,27,26,15,1,26
6,1,7,7,3,7,7,1,1,1,7,7,1,3,7
13,26,14,14,9,31,14,35,1,1,14,14,1,4,14
13,1,14,14,9,14,14,1,1,1,14,14,1,22,14
1,1,4,4,15,4,20,9,1,4,1,1,1,9,4
22,15,23,23,18,23,23,21,1,2,23,23,1,15,23
4,20,6,6,7,6,6,31,20,1,6,1,1,13,6
23,18,3,3,12,17,17,25,18,25,3,1,18,6,3
26,1,26,26,21,26,26,1,1,1,27,26,1,15,26
26,1,26,26,21,26,26,1,1,1,27,26,15,6,26
20,3,21,21,16,21,21,1,1,3,21,21,1,25,21
13,1,14,14,9,14,5,1,1,1,14,14,1,3,14
29,6,29,29,23,29,29,13,6,20,30,6,1,6,29
1,1,5,5,1,5,5,18,1,1,5,5,1,14,5
26,23,26,26,21,26,26,22,22,23,27,26,1,22,26
1,5,1,5,1,5,5,3,1,1,5,5,1,15,5
11,1,12,12,7,12,12,1,1,1,12,12,3,1,12
17,1,18,18,13,18,18,1,1,1,18,18,1,6,18
1,18,11,11,6,11,11,1,1,18,11,11,6,9,11
1,31,19,29,14,19,29,1,1,1,19,1,30,1,19
13,1,14,14,9,14,14,1,1,1,14,14,15,3,1
13,1,14,14,9,14,14,1,1,1,14,14,1,25,14
4,20,6,19,1,19,6,33,33,20,6,6,20,1,6
16,3,17,17,12,2,17,1,1,2,17,17,16,32,17
12,33,13,13,8,13,13,5,33,14,1,1,32,1,13
25,32,23,23,20,23,32,2,1,32,23,30,31,27,23
